sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,ma_ngoai_ngu
28041177,2.0,4.5,,,,,4.5,,,
28041178,7.0,6.25,,5.5,6.25,,,,,
28041179,,4.25,,,,,5.0,5.25,,
28041180,,8.5,,,,,8.75,9.0,,
28041181,5.6,,,6.75,6.0,,,,,
28041182,9.0,8.25,,,,,9.75,9.75,,
28041183,8.4,8.5,8.2,,,,,,,N1
28041184,,5.0,,,,,3.5,5.0,,
28041185,,6.25,,,,,9.25,9.0,9.5,
28041186,7.8,,,7.75,7.25,,,,,
28041187,8.8,8.75,7.2,,,,,,,N1
28041188,,5.0,,,,,5.5,5.75,,
28041189,7.4,2.0,4.8,4.0,5.0,,,,,N1
28041190,,6.0,,,,,5.25,6.0,7.5,
28041191,,8.75,,,,,7.75,9.25,,
28041193,,7.0,,,,,8.25,8.0,8.25,
28041194,7.0,6.25,4.6,,,,,,,N1
28041195,8.4,8.0,5.2,,,,,,,N1
28041196,7.0,7.5,2.6,,,,,,,N1
28041197,,8.0,,,,,9.25,8.25,,
28041198,7.8,,,8.5,7.0,,,,,
28041199,,8.0,,,,,9.75,8.75,,
28041200,,6.5,,,,,7.0,7.5,7.75,
28041201,5.8,8.0,,,,,6.5,8.75,,
28041202,,7.5,,,,,9.75,9.75,7.25,
28041203,2.4,,,,,,,,,
28041204,8.4,7.5,7.2,,,,,,,N1
28041205,4.0,,,,,,6.0,5.0,,
28041206,,9.0,,,,,8.0,7.25,,
28041207,7.4,7.75,4.0,,,,2.75,5.75,,N1
28041208,8.0,,8.2,7.0,,,,,,N1
28041209,4.8,6.0,,,,,4.5,,,
28041210,7.6,8.5,6.4,,,,,,,N1
28041211,6.8,9.0,5.8,,,,,,,N1
28041212,7.2,,,5.75,5.25,3.75,,,,
28041213,,7.0,,,,,6.5,3.0,8.25,
28041214,,7.0,,,,,3.75,6.75,,
28041215,,6.0,,,,,7.25,5.5,,
28041216,,8.5,1.4,,,,9.75,9.0,9.75,N4
28041217,3.2,7.0,2.8,,,,,9.5,,N4
28041219,8.2,7.5,6.0,,,,,,,N1
28041220,,8.5,,,,,8.0,7.5,,
28041221,8.2,8.75,7.0,,,,,,,N1
28041222,,6.5,,,,,8.0,7.75,7.25,
28041223,,6.0,,,,,5.75,5.0,,
28041224,,7.0,,,,,7.5,8.75,,
28041225,6.6,,,6.25,5.5,,,,,
28041226,2.8,7.0,,,,,8.0,8.25,7.5,
28041227,7.8,8.75,6.8,,,,,,,N1
28041228,,8.75,,,,,4.25,5.5,9.0,
28041229,3.6,,,3.25,3.25,,,,,
28041230,,9.0,,,,,9.5,9.5,9.25,
28041231,,5.5,,,,,6.0,7.0,,
28041232,,7.75,,,,,8.5,7.75,8.5,
28041233,,7.0,,,,,6.25,6.25,7.0,
28041234,8.8,,6.0,8.25,,,,,,N1
28041235,3.2,1.5,,,,,2.0,2.5,,
28041236,,8.0,,,,,4.25,7.0,,
28041239,7.8,,8.4,8.5,3.25,,,,,N1
28041240,4.4,8.25,3.2,,,,,,,N1
28041241,,8.0,,,,,7.75,9.25,,
28041242,3.8,,,,,,4.0,,,
28041243,7.8,,,,8.5,8.5,,,,
28041244,8.4,8.0,3.4,6.25,7.0,6.25,,,,N1
28041245,,7.5,,,,,6.0,7.75,8.75,
28041246,,6.0,,,,,4.25,4.5,,
28041247,7.8,,,,7.5,8.5,,,,
28041248,7.0,7.75,4.4,,,,,,,N1
28041249,7.6,8.75,6.4,,,,,,,N1
28041250,,7.0,,,,,4.0,6.25,7.0,
28041252,4.4,,2.0,3.75,4.25,5.75,,,,N1
28041253,7.0,9.5,8.6,,,,,,,N1
28041254,8.8,,8.6,8.75,7.0,,,,,N1
28041256,6.6,,,6.0,6.25,,,,,
28041257,3.6,,,3.5,6.25,,,,,
28041258,7.6,7.75,4.8,,,,7.0,7.75,,N1
28041259,,7.75,,,,,7.0,8.5,,
28041260,7.6,8.0,6.6,,,,,,,N1
28041262,,7.75,,,,,9.5,8.5,8.75,
28041263,,7.5,,,,,4.5,6.75,6.75,
28041264,7.4,7.75,5.8,,,,,,,N1
28041265,2.0,3.75,1.8,,,,4.25,7.25,7.75,N1
28041266,8.0,,,6.5,6.5,6.0,,,,
28041267,,8.0,,,,,6.75,8.75,,
28041268,7.6,,6.8,,5.5,8.5,,,,N1
28041269,,7.5,,,,,4.75,7.5,9.0,
28041270,1.6,5.5,,,,,3.5,5.0,6.0,
28041271,,7.5,,,,,8.5,8.25,7.0,
28041272,,7.75,,,,,6.75,6.75,8.75,
28041273,,5.25,,,,,2.75,5.75,7.25,
28041274,,7.0,,,,,5.25,6.5,,
28041275,,3.5,,,,,4.5,6.75,,
28041276,7.0,8.5,5.2,,,,,,,N1
28041277,8.2,9.0,4.2,,,,,,,N1
28041278,8.2,,,,7.5,7.75,,,,
28041279,,7.5,,,,,10.0,8.75,,
28041280,7.2,,,5.25,3.75,,,,,
28041281,,7.5,,,,,7.0,8.0,,
28041282,,6.5,,,,,5.75,6.0,,
28041283,,7.5,,,,,7.25,8.0,9.5,
28041284,,6.25,,,,,4.75,6.5,,
28041285,8.0,,,,6.75,7.0,,,,
28041286,1.8,4.0,2.2,,,,5.5,0.0,0.0,N1
28041287,,6.0,,,,,3.5,7.0,,
28041288,4.4,4.5,,,,,7.75,7.5,8.0,
28041289,,7.0,,,,,9.5,8.75,10.0,
28041290,7.2,9.0,6.6,,,,,,,N1
28041291,,8.75,,,,,,,,
28041292,2.4,5.0,,,,,6.0,4.25,,
28041293,,8.5,,,,,8.25,9.5,,
28041294,2.2,7.25,,,,,9.0,8.75,,
28041295,7.4,8.0,4.2,,,,,,,N1
28041296,8.6,,,7.25,7.75,,,,,
28041297,7.2,,6.6,,,,7.5,8.5,,N1
28041298,,8.5,,,,,8.0,8.25,,
28041299,7.2,,,,4.5,5.75,,,,
28041300,,7.5,3.6,,,,,6.25,,N1
28041302,,8.5,,,,,8.75,8.25,,
28041303,,7.0,,,,,6.5,7.0,,
28041304,8.4,,,6.5,6.5,,,,,
28041305,3.0,6.0,,,,,3.0,2.75,,
28041306,,3.5,,,,,4.0,6.75,,
28041307,,8.0,,,,,9.5,9.5,,
28041308,8.4,8.0,,7.5,,,,,,
28041309,,9.25,,,,,9.5,10.0,9.0,
28041310,7.8,8.25,5.8,,,,,,,N1
28041311,,9.0,,,,,7.5,8.75,9.5,
28041312,,9.0,,,,,6.25,7.0,8.25,
28041313,7.8,9.0,6.2,,,,7.0,7.5,9.75,N1
28041314,8.2,9.0,6.4,,,,,,,N1
28041315,,8.5,,,,,8.5,9.0,9.75,
28041316,7.4,9.0,8.2,,,,,,,N1
28041317,,9.0,6.0,,,,8.25,,,N1
28041318,3.0,,,,,,3.5,5.75,,
28041319,,8.75,,,,,9.5,9.0,8.0,
28041320,8.2,9.0,8.6,,,,,,,N1
28041321,5.6,8.0,2.6,,,,6.25,8.0,9.0,N1
28041322,7.8,,,4.25,4.75,,,,,
28041323,6.8,9.0,5.2,,,,,,,N1
28041324,8.6,9.0,6.6,,,,,,,N1
28041325,,8.75,,,,,,,,
28041326,4.6,6.0,,,,,6.0,,,
28041327,8.2,8.5,5.8,,,,9.0,,,N1
28041328,,8.0,,,,,10.0,9.5,9.5,
28041329,,6.75,,,,,4.5,6.25,,
28041330,,,,,,,4.75,6.25,8.75,
28041331,,5.5,,,,,7.0,6.0,,
28041332,8.0,9.0,7.8,7.5,,,,,,N1
28041333,,9.0,,,,,8.0,7.75,9.75,
28041334,2.2,4.5,,,,,3.5,4.25,,
28041335,8.8,,,9.0,8.25,,,,,
28041337,7.0,8.5,6.6,,,,,,,N1
28041338,8.0,9.0,6.8,,,,,,,N1
28041339,,8.75,,,,,7.75,7.5,9.25,
28041340,,6.0,,,,,7.5,5.25,,
28041341,7.8,9.0,7.0,,,,9.75,8.5,9.5,N1
28041342,7.6,,5.2,,,0.0,,,,N1
28041343,,7.25,,,,,9.75,9.0,,
28041344,7.4,8.0,3.6,,,,,,,N1
28041345,,6.0,,,,,4.5,6.0,,
28041347,8.2,,,3.75,7.5,8.5,,,,
28041348,,7.0,,,,,,,,
28041349,,8.75,,,,,9.5,9.25,9.5,
28041350,8.2,8.25,9.2,,,,,,,N1
28041351,,6.75,,,,,6.75,7.75,,
28041352,6.8,7.25,5.4,,,,,,,N1
28041353,,7.5,,,,,6.5,6.25,7.5,
28041354,5.2,7.0,2.4,,,,5.25,6.75,9.0,N1
28041355,2.8,6.5,,,,,5.75,6.75,,
28041356,6.8,8.75,6.4,,,,,,,N1
28041357,7.8,8.25,6.8,,,,,,,N1
28041358,6.8,8.5,7.2,,,,,,,N1
28041359,8.8,8.5,6.6,,,,,,,N1
28041360,2.8,8.75,,,,,9.25,8.5,,
28041361,7.6,8.75,4.0,,,,8.0,,,N1
28041362,2.0,7.0,,,,,5.75,4.75,,
28041363,,7.41,,,,,9.0,9.25,,
28041364,,5.91,,,,,7.75,7.5,,
28041365,,8.25,,,,,6.5,8.5,8.25,
28041366,3.0,6.5,3.0,,,,4.25,5.25,7.25,N1
28041368,4.2,8.0,3.6,,,,,,,N1
28041369,6.2,5.25,,,,,4.75,,,
28041370,,8.25,3.4,,,,6.75,7.5,9.0,N1
28041371,6.0,8.25,3.6,,,,,,,N1
28041372,6.6,9.0,6.8,,,,,,,N1
28041374,8.4,,,7.0,6.5,,,,,
28041375,,5.0,,,,,5.5,5.5,7.75,
28041376,7.6,7.25,,,,,7.5,6.75,8.75,
28041377,,5.5,,,,,,3.25,6.75,
28041378,7.8,,,8.0,7.5,,,,,
28041379,8.0,9.0,8.6,,,,,,,N1
28041380,,8.0,,,,,8.5,8.75,,
28041381,,5.0,,,,,5.25,4.75,,
28041382,,6.5,,,,,7.5,8.0,,
28041383,,6.5,,,,,3.75,5.0,2.5,
28041384,,6.0,,,,,,,,
28041385,,7.75,,,,,9.5,9.0,,
28041386,7.6,7.75,5.6,,,,,,,N1
28041387,,6.5,,,,,4.75,5.75,,
28041388,7.4,9.0,4.0,,,,,,,N1
28041389,8.0,8.25,,,,,,,,
28041390,8.4,9.25,5.8,,,,,,,N1
28041391,7.8,9.25,5.0,,,,10.0,9.25,,N1
28041392,8.2,,,4.75,6.5,,,,,
28041393,,8.0,,,,,6.25,7.25,,
28041395,,9.0,,,,,7.75,8.0,,
28041396,,5.5,,,,,6.75,6.25,8.0,
28041397,,8.0,,,,,,8.75,8.5,
28041398,3.2,6.5,3.4,,,,,,,N1
28041399,8.4,9.25,7.6,,,,,,,N1
28041400,8.8,9.75,8.8,,,,,,,N1
28041401,,8.0,,,,,7.0,7.25,,
28041402,,8.0,,,,,5.25,8.25,7.0,
28041403,,9.0,,,,,7.0,8.0,,
28041404,8.6,,6.2,,8.75,,,,,N1
28041405,,5.0,,,,,3.25,2.25,5.0,
28041406,,7.5,,,,,,,,
28041407,8.0,8.25,7.4,,,,,,,N1
28041408,3.4,8.5,,,,,7.75,7.5,8.75,
28041409,,6.5,,,,,5.0,6.0,8.25,
28041410,,8.75,6.6,,,,7.75,,,N1
28041411,,8.0,,,,,7.25,8.5,9.0,
28041412,,8.0,,,,,,6.25,,
28041413,,9.0,,,,,9.25,9.25,,
28041414,,7.0,,,,,5.75,7.25,,
28041415,,7.0,,,,,5.5,6.75,7.5,
28041416,8.8,,8.4,9.0,9.0,,,,,N1
28041417,7.8,,7.2,8.75,8.25,,,,,N1
28041418,6.8,6.75,5.2,,,,,,,N1
28041419,,7.0,,,,,5.5,6.5,6.75,
28041420,,7.25,,,,,4.5,7.25,,
28041421,,6.0,,,,,9.75,8.25,9.75,
28041422,,7.5,,,,,4.75,6.25,8.25,
28041423,,8.75,,,,,9.5,9.25,,
28041424,,,,,,,7.0,8.75,9.0,
28041425,,9.25,,,,,8.5,7.75,,
28041426,8.6,,,7.0,8.0,,,,,
28041427,3.4,7.0,,,,,5.25,6.0,,
28041428,7.2,9.0,,,,,,9.25,,
28041429,7.8,,,,7.0,7.5,,,,
28041430,7.6,8.75,4.0,,,,,,,N1
28041431,7.8,,7.2,6.0,,,,,,N1
28041432,7.4,,,5.5,,,,,,
28041433,6.2,7.25,,6.25,4.25,,,,,
28041434,,8.75,,,,,,8.25,,
28041435,,8.75,,,,,8.75,8.5,,
28041436,,8.5,,,,,9.5,9.0,,
28041437,6.8,6.5,5.6,,,,,,,N1
28041438,7.0,8.5,6.6,,,,,,,N1
28041439,7.4,8.0,5.6,,,,,,,N1
28041440,7.4,9.0,6.8,,,,,,,N1
28041441,8.6,9.25,7.6,,,,,,,N1
28041442,7.6,,,7.5,7.0,,,,,
28041443,,6.75,,,,,8.5,9.0,,
28041444,7.4,7.5,7.0,,,,,,,N1
28041445,,8.5,,,,,7.5,9.0,,
28041446,,7.0,,,,,5.0,8.5,,
28041447,7.6,,,8.25,7.5,,,,,
28041448,6.4,8.75,,,,,4.75,7.5,8.75,
28041449,6.2,8.5,7.2,,,,6.75,8.5,9.5,N1
28041450,7.8,9.25,8.4,,,,,,,N1
28041451,,7.5,,,,,6.25,8.0,,
28041453,7.8,8.5,4.2,,,,6.75,7.75,,N1
28041454,,7.5,,,,,8.25,8.5,,
28041455,6.2,,,7.75,8.0,,,,,
28041456,,6.5,,,,,8.75,8.25,,
28041457,8.0,,,7.75,7.0,,,,,
28041458,5.8,8.5,,,,,8.25,7.5,,
28041459,7.4,8.0,4.6,,,,,,,N1
28041460,7.4,7.5,4.2,3.75,,,,,,N1
28041461,,6.83,,,,,4.25,5.75,4.0,
28041462,,6.0,,,,,8.5,8.25,9.0,
28041463,,6.5,,,,,6.25,8.0,,
28041464,,5.5,,,,,8.25,8.75,9.5,
28041465,,8.5,,,,,,,,
28041466,7.4,8.0,7.4,,,,6.25,,,N1
28041467,7.2,7.5,6.6,,,,,,,N1
28041468,,7.0,,,,,6.75,8.0,,
28041469,,5.25,,,,,6.0,7.25,,
28041470,5.4,8.5,5.8,,,,,,,N1
28041471,,6.5,,,,,6.5,7.75,,
28041472,8.4,,,8.25,8.25,,,,,
28041473,,6.0,,,,,5.25,5.0,,
28041474,,3.0,,,,,6.75,6.75,,
28041475,,7.0,,,,,4.25,7.75,6.25,
28041476,,7.5,,,,,7.75,6.75,,
28041477,7.8,8.75,6.0,,,,,,,N4
28041478,8.8,,,9.0,8.25,,,,,
28041479,,7.5,,,,,6.25,8.0,,
28041480,,8.25,,,,,8.0,9.25,,
28041481,7.2,,,7.75,8.5,,,,,
28041482,,9.0,,,,,7.5,8.5,,
28041483,,7.25,,,,,7.5,8.25,0.0,
28041484,1.8,9.0,,,,,9.75,9.5,7.75,
28041485,6.0,,,6.0,6.0,,,,,
28041487,9.0,,7.4,7.75,,,,,,N1
28041488,7.4,8.75,,,,,6.75,9.0,,
28041489,,6.0,,,,,4.25,5.75,,
28041490,7.8,8.5,7.0,,,,,,,N1
28041491,,9.5,,,,,9.25,9.5,,
28041492,,6.5,,,,,9.0,9.5,,
28041493,7.4,,,5.25,6.25,,,,,
28041494,,8.5,,,,,7.5,6.75,7.75,
28041495,,7.75,6.0,,,,5.75,9.0,,N1
28041496,8.0,,,7.25,7.75,,,,,
28041497,7.6,,,,8.25,8.0,,,,
28041498,9.2,,,9.75,9.25,2.0,,,,
28041499,8.4,,,,7.75,9.75,,,,
28041500,8.0,8.5,7.4,,,,,,,N1
28041501,,5.0,,,,,4.75,5.0,,
28041502,,8.5,,,,,9.5,9.75,,
28041503,,5.75,,,,,6.25,5.75,,
28041504,,6.0,,,,,7.75,8.0,,
28041505,,5.0,,,,,5.0,7.75,,
28041506,6.8,8.0,,,,,6.25,,9.5,
28041507,8.0,,,7.25,7.25,,,,,
28041508,7.0,,,,7.5,9.5,,,,
28041509,8.0,8.0,4.2,,,,9.25,,,N1
28041510,9.2,,,9.0,8.75,,,,,
28041511,7.2,8.0,,,,,9.25,9.0,,
28041512,8.0,8.25,6.2,,,,,,,N1
28041513,,5.0,,,,,5.75,7.25,,
28041514,8.6,6.5,,8.5,,,,,,
28041515,,7.0,,,,,5.5,8.25,,
28041516,8.8,8.5,8.2,,,,,,,N1
28041517,,6.91,,,,,7.25,7.75,,
28041519,8.4,,7.6,8.5,,,,,,N1
28041520,8.0,,,4.25,6.0,,,,,
28041521,,6.0,,,,,5.5,7.5,7.25,
28041522,,6.5,,,,,6.75,7.5,,
28041523,7.8,8.25,,,,,9.0,2.75,9.25,
28041524,9.0,,2.4,7.25,6.5,,,,,N1
28041525,,7.0,,,,,7.0,8.25,,
28041527,7.4,8.5,6.6,,,,,,,N1
28041528,,8.5,,,,,8.75,9.25,,
28041529,6.4,,,,5.75,7.75,,,,
28041530,,7.25,,,,,8.25,8.75,,
28041531,2.4,5.5,4.2,,,,4.25,6.5,,N1
28041532,8.4,,,8.5,8.75,,,,,
28041533,8.0,,,,7.25,9.0,,,,
28041534,7.6,8.0,6.8,,,,,8.5,9.25,N1
28041535,7.2,8.0,5.6,,,,5.5,7.75,8.0,N1
28041536,,7.0,,,,,7.75,8.75,,
28041537,,8.5,,,,,9.25,9.75,,
28041538,,5.0,,,,,6.25,7.0,,
28041539,,9.0,,,,,9.75,10.0,,
28041540,9.0,9.0,8.4,,,,,,,N1
28041541,7.2,9.0,7.0,,,,8.5,9.25,,N1
28041542,,6.5,,,,,3.25,7.25,,
28041543,4.2,6.0,,,,,3.25,4.0,,
28041544,7.0,7.0,,5.25,,,,,,
28041545,,6.0,,,,,7.5,6.75,,
28041546,9.0,,,9.0,8.75,,,,,
28041547,,6.0,,,,,7.25,9.0,,
28041548,,6.0,,,,,6.0,6.5,8.75,
28041549,,8.25,,,,,8.0,8.75,,
28041550,,8.0,,,,,7.25,8.0,,
28041551,,6.5,,,,,4.25,5.0,,
28041553,8.0,,,7.25,6.5,,,,,
28041554,,8.0,,,,,7.5,7.75,,
28041555,8.8,,,,8.0,7.5,,,,
28041556,,7.5,,,,,7.0,9.5,9.5,
28041557,7.6,,,6.75,6.0,7.25,,,,
28041558,9.0,,,9.0,9.75,1.5,,,,
28041559,,6.75,,,,,7.0,7.5,,
28041560,,7.0,,,,,9.0,9.0,,
28041561,,8.75,,,,,8.0,8.75,7.75,
28041562,8.0,8.5,8.6,,,,,,,N1
28041563,7.6,8.0,7.4,,,,,,,N1
28041564,8.4,,,8.75,7.75,,,,,
28041566,7.4,,,4.75,5.0,,,,,
28041567,,8.0,,,,,8.0,9.25,,
28041568,7.8,7.0,,,6.5,,,,,
28041569,7.6,,,,6.75,7.5,,,,
28041570,8.6,,,7.75,8.25,,,,,
28041571,,6.0,,,,,5.0,7.25,6.5,
28041572,8.2,,,6.5,7.75,,,,,
28041573,,6.5,,,,,,,,
28041574,8.4,,,6.25,6.5,,,,,
28041575,7.4,,,4.75,4.25,6.5,,,,
28041576,7.6,8.0,7.2,,,,,,,N1
28041577,9.0,,,9.0,9.0,,,,,
29039393,8.4,,,8.25,9.25,,,,,
29039394,8.2,,,9.25,8.5,3.75,,,,
29039395,8.2,9.0,6.4,,,,,,,N1
29039396,,8.75,,,,,8.5,8.5,,
29039397,8.0,8.75,4.4,,,,9.0,,,N1
29039398,7.4,8.25,6.4,,,,,,,N1
29039399,8.6,8.75,5.8,,,,,,,N1
29039400,7.8,,,8.0,6.5,4.5,,,,
29039401,6.8,,,3.0,4.25,,,,,
29039402,6.2,9.0,6.8,,,,,,,N4
29039404,4.8,8.0,4.6,,,,8.0,7.5,,N1
29039405,8.0,9.25,5.8,,,,,,,N1
29039406,7.6,8.0,5.2,,,,,,,N1
29039407,7.4,,,6.0,6.75,,,,,
29039408,8.4,,,8.0,7.5,,,,,
29039409,8.0,,,5.75,6.0,4.5,,,,
29039410,5.8,,,5.75,5.75,,,,,
29039411,9.0,,,8.25,9.25,8.0,,,,
29039412,8.2,,,8.0,8.25,8.5,,,,
29039413,,7.75,5.4,,,,8.5,8.5,,N1
29039414,,6.75,,,,,7.75,8.25,,
29039415,6.8,9.0,6.4,,,,,,,N1
29039416,7.2,9.25,,,,,6.5,9.25,,
29039417,,9.25,,,,,7.5,8.25,9.25,
29039418,,9.0,,,,,8.25,6.5,,
29039419,5.6,9.0,,,,,4.5,,,
29039420,9.4,,,8.5,8.75,4.0,,,,
29039421,8.2,,,7.75,8.5,2.5,,,,
29039422,8.0,,,,5.75,7.0,,,,
29039423,9.0,,,7.75,6.75,,,,,
29039424,,7.0,,,,,6.25,7.75,,
29039425,7.8,,,7.75,6.5,4.0,,,,
29039426,,7.5,,,,,9.5,9.0,,
29039427,5.8,,,8.25,5.75,3.0,,,,
29039429,9.0,,,9.0,8.5,6.0,,,,
29039430,8.6,,,8.25,7.75,,,,,
29039431,,6.25,,,,,7.5,7.5,,
29039433,6.8,,,6.0,4.75,3.25,,,,
29039434,6.0,7.5,,,,,8.5,,,
29039435,,8.25,,,,,,,9.25,
29039436,5.4,,,3.75,5.5,,,,,
29039437,7.2,9.5,6.2,,,,,,,N1
29039438,7.2,,,8.25,7.5,4.5,,,,
29039439,8.6,8.75,5.0,,,,,,,N1
29039440,8.8,,,9.0,9.0,4.25,,,,
29039441,9.0,,6.8,8.5,,,,,,N1
29039442,5.8,,,2.75,4.75,,,,,
29039443,9.2,,,8.5,9.25,2.75,,,,
29039444,,8.5,,,,,9.0,9.0,,
29039445,8.0,,,7.5,7.75,2.75,,,,
29039446,8.0,,6.0,7.25,4.5,3.5,,,,N1
29039447,8.8,,,8.5,7.75,,,,,
29039448,,7.0,,,,,8.0,7.75,,
29039449,8.2,,,7.5,6.75,4.5,,,,
29039451,,5.0,,,,,8.0,8.0,,
29039452,5.8,,,8.0,8.25,0.75,,,,
29039453,8.0,,,7.25,8.5,3.25,,,,
29039454,8.4,,,7.5,7.75,2.75,,,,
29039455,6.4,5.0,4.8,,,,8.0,7.5,6.5,N1
29039456,7.8,,,5.5,8.25,,,,,
29039457,,,1.2,,,,5.25,,,N1
29039458,8.2,,,7.75,8.75,,,,,
29039459,8.2,,,7.25,6.5,,,,,
29039460,,9.0,,,,,8.25,7.75,,
29039461,,8.5,,,,,9.5,9.25,,
29039462,,8.75,,,,,9.25,8.75,,
29039463,,7.5,,,,,7.75,10.0,,
29039464,7.6,4.75,3.0,,,,7.75,7.0,9.25,N1
29039465,8.6,,,7.75,7.5,,,,,
29039466,7.8,,,,6.75,7.5,,,,
29039468,8.6,9.0,7.8,,,,,,,N1
29039469,,8.75,,,,,9.0,10.0,,
29039470,8.4,9.5,5.8,,,,,,,N1
29039471,8.4,9.25,5.8,,,,,,,N1
29039472,,8.5,,,,,9.25,9.0,8.75,
29039473,8.2,,,8.0,8.5,,,,,
29039474,7.6,8.75,3.4,,,,,,,N1
29039475,,9.0,,,,,6.25,6.75,,
29039476,7.8,,,8.0,7.0,,,,,
29039477,6.6,5.25,5.8,,,,6.75,6.0,7.75,N1
29039479,8.0,,,8.75,8.5,2.5,,,,
29039480,7.8,,,8.25,6.5,2.0,,,,
29039481,4.2,7.25,,,,,,5.0,,
29039482,,6.0,,,,,5.75,7.75,,
29039483,,9.5,,,,,9.0,10.0,10.0,
29039484,8.0,,,8.25,8.5,,,,,
29039485,6.8,7.0,,,,,8.5,8.0,8.75,
29039486,8.2,,,8.75,8.75,2.5,,,,
29039487,3.0,6.0,2.2,,,,3.5,,,N1
29039488,7.4,,,7.5,8.5,,,,,
29039489,8.4,,,7.25,7.5,1.5,,,,
29039490,8.6,,,7.5,8.0,3.75,,,,
29039491,7.8,,,2.0,7.0,6.25,,,,
29039492,7.4,6.25,,,,,6.75,,,
29039493,7.6,,,7.0,5.25,2.5,,,,
29039494,7.4,,,7.75,8.0,,,,,
29039495,,9.0,,,,,8.5,8.75,,
29039496,,5.0,,,,,6.25,5.0,,
29039497,7.6,,,6.25,5.25,,,,,
29039498,8.4,8.0,,7.5,8.0,5.5,,,,
29039499,5.0,8.75,3.8,,,,,,,N1
29039500,8.6,,,7.25,7.5,3.25,,,,
29039501,7.6,,,7.75,7.25,2.75,,,,
29039502,9.0,,,9.5,8.25,2.75,,,,
29039503,7.8,8.0,4.0,,,,,,,N1
29039504,9.2,,,7.0,6.25,2.0,,,,
29039505,,9.25,,,,,9.5,10.0,,
29039506,8.6,,,7.25,8.0,3.25,,,,
29039507,7.8,9.5,6.4,,,,,,,N1
29039508,8.2,,,7.25,6.5,6.25,,,,
29039509,8.4,,,7.75,8.25,,,,,
29039510,,8.25,,,,,9.5,10.0,,
29039511,,9.25,,,,,8.25,8.0,,
29039512,9.0,,,8.5,8.5,,,,,
29039513,8.0,8.5,5.0,,,,,,,N1
29039514,,7.75,,,,,8.5,9.0,,
29039515,9.4,,,8.75,7.75,2.75,,,,
29039516,8.8,,,8.75,9.25,5.75,,,,
29039517,,6.75,,,,,7.0,8.0,7.75,
29039518,8.6,,,7.0,6.75,,,,,
29039519,8.2,,,,8.75,9.25,,,,
29039520,8.2,,,5.5,8.0,3.75,,,,
29039523,7.0,8.25,,,,,8.75,,,
29039524,7.4,,,6.25,4.5,,,,,
29039525,6.8,9.0,4.0,,,,,,,N1
29039526,7.4,9.0,6.2,,,,,,,N1
29039527,7.0,8.5,6.4,,,,6.75,,,N1
29039528,5.6,,,5.0,3.75,,,,,
29039529,,9.25,,,,,7.5,8.5,,
29039530,6.8,,,6.5,6.75,5.5,,,,
29039531,5.2,,,4.0,3.0,,,,,
29039532,6.0,7.5,,,6.25,7.0,,,,
29039534,,9.5,,,,,7.25,7.75,,
29039535,7.2,,,5.0,7.0,4.5,,,,
29039536,7.0,8.75,3.6,,,,7.0,9.25,9.0,N1
29039537,,8.0,,,,,6.25,7.75,,
29039538,,8.25,,,,,6.5,6.0,,
29039539,7.8,9.5,4.2,,,,,,,N1
29039540,8.0,8.75,,,,,9.0,9.25,,
29039541,,7.25,,,,,7.75,9.0,8.75,
29039542,,7.0,,,,,,,8.75,
29039543,,8.75,,,,,6.75,8.75,9.75,
29039544,6.6,,,4.5,6.5,3.5,,,,
29039545,,8.5,,,,,7.75,9.0,,
29039546,7.6,9.0,,,,,9.0,10.0,,
29039547,,8.5,,,,,7.75,9.5,,
29039548,7.8,9.0,,5.5,6.5,6.25,,,,
29039549,,9.25,,,,,8.5,9.75,9.0,
29039550,7.6,9.25,8.6,,,,,,,N1
29039551,8.2,,,,7.75,7.5,,,,
29039552,,5.0,,,,,7.25,7.75,,
29039553,,7.25,,,,,9.0,9.25,,
29039554,4.6,,,3.75,5.75,,,,,
29039555,3.0,6.75,,,,3.25,,,,
29039556,8.0,,,8.25,8.25,4.0,,,,
29039557,8.0,9.5,6.2,,,,,,,N1
29039558,9.2,,6.4,9.75,4.0,4.0,,,,N1
29039559,7.8,,5.0,6.5,,,,,,N1
29039560,6.0,7.75,6.6,,,,,8.5,,N1
29039561,,9.5,,,,,9.5,9.25,2.5,
29039562,6.0,9.25,4.8,,,,7.75,,,N1
29039563,5.2,9.25,,,,,6.5,7.5,8.5,
29039564,,5.25,,,,,4.0,5.25,5.5,
29039565,8.2,,,6.25,6.75,,,,,
29039566,7.8,9.0,,,,,8.5,8.75,,
29039567,9.4,,,8.75,9.0,,,,,
29039568,,6.75,,,,,4.75,7.25,,
29039569,8.8,8.25,7.4,8.75,2.75,4.75,,,,N1
29039570,,6.75,,,,,4.5,7.5,,
29039571,,7.0,,,,,7.75,8.0,,
29039572,7.2,8.75,6.4,,,,,,,N1
29039573,,7.5,,,,,5.25,6.5,,
29039574,8.4,,,8.5,6.75,2.75,,,,
29039575,,9.25,,,,,7.75,8.5,,
29039576,7.8,8.25,,,,,,,,
29039577,,6.75,,,,,5.75,6.25,,
29039578,6.4,9.25,4.6,,,,,,,N1
29039579,7.2,8.75,6.8,,,,,,,N1
29039580,8.2,7.25,7.4,,,,5.75,8.0,,N1
29039581,,8.75,,,,,7.25,6.25,,
